1,1,true,null
2,1,true,null
3,1,true,null
4,1,true,null
5,1,true,null
6,1,true,null
7,1,true,null
8,1,true,null
9,1,true,null
10,1,true,null
11,1,true,null
12,1,true,null
13,1,true,null
14,1,true,null
15,1,true,null
16,1,true,null
17,1,true,null
18,1,true,null
19,1,true,null
20,1,true,null
21,1,true,null
22,1,true,null
23,1,true,null
24,1,true,null
25,1,true,null
26,2,true,null
27,2,true,null
28,2,true,null
29,2,true,null
30,2,true,null
31,2,true,null
32,2,true,null
33,2,true,null
34,2,true,null
35,2,true,null
36,2,true,null
37,2,true,null
38,2,true,null
39,2,true,null
40,2,true,null
41,2,true,null
42,2,true,null
43,2,true,null
44,2,true,null
45,2,true,null
46,3,true,null
47,3,true,null
48,3,true,null
49,3,true,null
50,3,true,null
51,3,true,null
52,3,true,null
53,3,true,null
54,3,true,null
55,3,true,null
56,3,true,null
57,3,true,null
58,3,true,null
59,3,true,null
60,3,true,null
61,3,true,null
62,3,true,null
63,3,true,null
64,3,true,null
65,3,true,null
66,3,true,null
67,3,true,null
68,3,true,null
69,3,true,null
70,3,true,null
71,4,true,null
72,4,true,null
73,4,true,null
74,4,true,null
75,4,true,null
76,4,true,null
77,4,true,null
78,4,true,null
79,4,true,null
80,4,true,null
81,4,true,null
82,4,true,null
83,4,true,null
84,4,true,null
85,4,true,null
86,4,true,null
87,4,true,null
88,4,true,null
89,4,true,null
90,4,true,null
91,4,true,null
92,4,true,null
93,4,true,null
94,4,true,null
95,4,true,null
96,4,true,null
97,4,true,null
98,4,true,null
99,4,true,null
100,4,true,null
101,5,true,null
102,5,true,null
103,5,true,null
104,5,true,null
105,5,true,null
106,5,true,null
107,5,true,null
108,5,true,null
109,5,true,null
110,5,true,null
111,5,true,null
112,5,true,null
113,5,true,null
114,5,true,null
115,5,true,null
116,5,true,null
117,5,true,null
118,5,true,null
119,5,true,null
120,5,true,null
121,5,true,null
122,5,true,null
123,5,true,null
124,5,true,null
125,5,true,null
126,5,true,null
127,6,true,null
128,6,true,null
129,6,true,null
130,6,true,null
131,6,true,null
132,6,true,null
133,6,true,null
134,6,true,null
135,6,true,null
136,6,true,null
137,6,true,null
138,6,true,null
139,6,true,null
140,6,true,null
141,6,true,null
142,6,true,null
143,6,true,null
144,6,true,null
145,6,true,null
146,6,true,null
147,7,true,null
148,7,true,null
149,7,true,null
150,7,true,null
151,7,true,null
152,7,true,null
153,7,true,null
154,7,true,null
155,7,true,null
156,7,true,null
157,7,true,null
158,7,true,null
159,7,true,null
160,7,true,null
161,7,true,null
162,7,true,null
163,7,true,null
164,7,true,null
165,7,true,null
166,7,true,null
167,8,true,null
168,8,true,null
169,8,true,null
170,8,true,null
171,8,true,null
172,8,true,null
173,8,true,null
174,8,true,null
175,8,true,null
176,8,true,null
177,8,true,null
178,8,true,null
179,8,true,null
180,8,true,null
181,8,true,null
182,8,true,null
183,8,true,null
184,8,true,null
185,8,true,null
186,8,true,null
187,8,true,null
188,8,true,null
189,8,true,null
190,8,true,null
191,8,true,null
192,8,true,null
193,8,true,null
194,8,true,null
195,8,true,null
196,8,true,null
