1,1,true,null
2,1,true,null
3,1,true,null
4,1,true,null
5,1,true,null
6,1,true,null
7,1,true,null
8,1,true,null
9,1,true,null
10,1,true,null
11,1,true,null
12,1,true,null
13,1,true,null
14,1,true,null
15,1,true,null
16,1,true,null
17,1,true,null
18,1,true,null
19,1,true,null
20,1,true,null
21,1,true,null
22,1,true,null
23,1,true,null
24,1,true,null
25,1,true,null
26,1,true,null
27,1,true,null
28,1,true,null
29,1,true,null
30,1,true,null
31,1,true,null
32,1,true,null
33,1,true,null
34,1,true,null
35,1,true,null
36,1,true,null
37,1,true,null
38,1,true,null
39,1,true,null
40,1,true,null
41,1,true,null
42,1,true,null
43,1,true,null
44,1,true,null
45,1,true,null
46,1,true,null
47,1,true,null
48,1,true,null
49,1,true,null
50,1,true,null
